F,I,I,Q,A
tensor(158),tensor(158.1672)
tensor(124),tensor(123.7723)
tensor(79),tensor(79.1593)
tensor(123),tensor(122.8551)
tensor(152),tensor(152.0230)
tensor(94),tensor(94.0907)
tensor(52),tensor(52.1699)
tensor(121),tensor(120.5551)
tensor(99),tensor(98.9644)
tensor(103),tensor(103.5005)
tensor(125),tensor(124.8909)
tensor(168),tensor(168.1739)
tensor(65),tensor(65.2323)
tensor(15),tensor(15.0003)
tensor(39),tensor(39.0113)
tensor(142),tensor(142.1620)
tensor(16),tensor(15.8247)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.7231)
tensor(40),tensor(40.0944)
tensor(42),tensor(42.0905)
tensor(13),tensor(12.9939)
tensor(176),tensor(176.1419)
tensor(177),tensor(176.9561)
tensor(140),tensor(139.8770)
tensor(143),tensor(143.1518)
tensor(131),tensor(130.8801)
tensor(172),tensor(171.8941)
tensor(181),tensor(180.9619)
tensor(83),tensor(82.4913)
tensor(84),tensor(84.1717)
tensor(95),tensor(94.8883)
tensor(25),tensor(24.6430)
tensor(153),tensor(152.8566)
tensor(132),tensor(132.2676)
tensor(173),tensor(173.0863)
tensor(197),tensor(197.3433)
tensor(75),tensor(75.3105)
tensor(154),tensor(153.9073)
tensor(41),tensor(41.1409)
tensor(53),tensor(53.0956)
tensor(169),tensor(168.9868)
tensor(162),tensor(162.1016)
tensor(122),tensor(122.0236)
tensor(174),tensor(173.9238)
tensor(198),tensor(197.9911)
tensor(199),tensor(197.9999)
tensor(178),tensor(177.6416)
tensor(182),tensor(179.9999)
tensor(77),tensor(76.6884)
tensor(19),tensor(19.0697)
tensor(38),tensor(37.9261)
tensor(138),tensor(137.9596)
tensor(81),tensor(80.9778)
tensor(66),tensor(66.3340)
tensor(96),tensor(96.1978)
tensor(80),tensor(80.3719)
tensor(163),tensor(163.3223)
tensor(170),tensor(170.2206)
tensor(155),tensor(154.9715)
tensor(133),tensor(133.0077)
tensor(102),tensor(102.3507)
tensor(35),tensor(35.1000)
tensor(104),tensor(103.9596)
tensor(72),tensor(72.1351)
tensor(43),tensor(43.1178)
tensor(20),tensor(19.6712)
tensor(55),tensor(54.9246)
tensor(108),tensor(107.9996)
tensor(119),tensor(119.0647)
tensor(165),tensor(164.8844)
tensor(76),tensor(76.0650)
tensor(105),tensor(104.9602)
tensor(56),tensor(56.0556)
tensor(27),tensor(26.7652)
tensor(2),tensor(3.7998)
tensor(18),tensor(17.5996)
tensor(180),tensor(180.0000)
tensor(33),tensor(32.6105)
tensor(34),tensor(33.7822)
tensor(88),tensor(86.8242)
tensor(106),tensor(106.3228)
tensor(6),tensor(6.0359)
tensor(54),tensor(53.9603)
tensor(57),tensor(57.0272)
tensor(58),tensor(58.0379)
tensor(29),tensor(28.9926)
tensor(49),tensor(49.1696)
tensor(21),tensor(20.9630)
tensor(23),tensor(23.0049)
tensor(90),tensor(89.9274)
tensor(73),tensor(73.1057)
tensor(44),tensor(44.0198)
tensor(7),tensor(6.6543)
tensor(51),tensor(51.0910)
tensor(171),tensor(171.0805)
tensor(62),tensor(61.9190)
tensor(12),tensor(12.2045)
tensor(9),tensor(8.7164)
tensor(30),tensor(29.8771)
tensor(31),tensor(30.9773)
tensor(60),tensor(59.9703)
tensor(45),tensor(44.8831)
tensor(17),tensor(16.7508)
tensor(0),tensor(3.0000)
tensor(3),tensor(3.0097)
tensor(10),tensor(9.8610)
tensor(11),tensor(10.8576)
tensor(101),tensor(100.9279)
tensor(97),tensor(96.9751)
tensor(179),tensor(179.2364)
tensor(183),tensor(182.8796)
tensor(184),tensor(184.2578)
tensor(136),tensor(136.0897)
tensor(109),tensor(108.8492)
tensor(22),tensor(21.9605)
tensor(187),tensor(186.8878)
tensor(188),tensor(188.0784)
tensor(189),tensor(189.0913)
tensor(28),tensor(27.1721)
tensor(137),tensor(137.2108)
tensor(175),tensor(175.1963)
tensor(146),tensor(146.0225)
tensor(167),tensor(167.0691)
tensor(190),tensor(189.8555)
tensor(46),tensor(46.1420)
tensor(36),tensor(36.0049)
tensor(147),tensor(146.9539)
tensor(148),tensor(148.0186)
tensor(134),tensor(133.9091)
tensor(149),tensor(148.9522)
tensor(192),tensor(192.0804)
tensor(159),tensor(158.9090)
tensor(63),tensor(63.0890)
tensor(64),tensor(63.8365)
tensor(110),tensor(109.9655)
tensor(111),tensor(110.9714)
tensor(144),tensor(143.9976)
tensor(85),tensor(85.0620)
tensor(145),tensor(144.8015)
tensor(126),tensor(125.5558)
tensor(139),tensor(139.1394)
tensor(194),tensor(193.9097)
tensor(47),tensor(47.4114)
tensor(37),tensor(37.0259)
tensor(26),tensor(25.8788)
tensor(112),tensor(111.7531)
tensor(135),tensor(135.1363)
tensor(100),tensor(99.9994)
tensor(127),tensor(127.0143)
tensor(74),tensor(73.9127)
tensor(195),tensor(195.3737)
tensor(92),tensor(91.8092)
tensor(4),tensor(4.3468)
tensor(5),tensor(5.4574)
tensor(32),tensor(31.8396)
tensor(61),tensor(60.8089)
tensor(128),tensor(128.0585)
tensor(150),tensor(150.3365)
tensor(69),tensor(69.3011)
tensor(113),tensor(112.7757)
tensor(86),tensor(85.8471)
tensor(48),tensor(48.0954)
tensor(70),tensor(70.0718)
tensor(71),tensor(71.3074)
tensor(114),tensor(114.0577)
tensor(89),tensor(88.8167)
tensor(107),tensor(107.0360)
tensor(151),tensor(151.0907)
tensor(196),tensor(195.9229)
tensor(160),tensor(159.8660)
tensor(115),tensor(115.1073)
tensor(116),tensor(115.6862)
tensor(161),tensor(164.3241)
tensor(117),tensor(116.9322)
tensor(78),tensor(77.5986)
tensor(87),tensor(86.9699)
tensor(118),tensor(118.0770)
tensor(59),tensor(58.9474)
tensor(130),tensor(130.2381)
tensor(158),tensor(157.6082)
tensor(124),tensor(123.9262)
tensor(79),tensor(79.2338)
tensor(123),tensor(122.9472)
tensor(152),tensor(152.0373)
tensor(94),tensor(94.1919)
tensor(52),tensor(52.1982)
tensor(121),tensor(120.5972)
tensor(99),tensor(98.8834)
tensor(103),tensor(103.3857)
tensor(125),tensor(124.7320)
tensor(168),tensor(167.9267)
tensor(65),tensor(65.0140)
tensor(15),tensor(15.0098)
tensor(39),tensor(39.1129)
tensor(142),tensor(142.2136)
tensor(16),tensor(15.8342)
tensor(1),tensor(3.0001)
tensor(8),tensor(7.5201)
tensor(40),tensor(39.9833)
tensor(42),tensor(42.1598)
tensor(176),tensor(176.0431)
tensor(177),tensor(177.0845)
tensor(140),tensor(140.2996)
tensor(143),tensor(143.1645)
tensor(131),tensor(130.8424)
tensor(181),tensor(181.0925)
tensor(84),tensor(84.3458)
tensor(95),tensor(94.7468)
tensor(25),tensor(24.6700)
tensor(153),tensor(152.9435)
tensor(132),tensor(131.9048)
tensor(173),tensor(173.2372)
tensor(197),tensor(197.1966)
tensor(75),tensor(75.0942)
tensor(154),tensor(154.1228)
tensor(41),tensor(40.7198)
tensor(53),tensor(53.2242)
tensor(169),tensor(169.2539)
tensor(162),tensor(162.0460)
tensor(122),tensor(122.0912)
tensor(174),tensor(174.3318)
tensor(198),tensor(197.9236)
tensor(199),tensor(197.9837)
tensor(178),tensor(177.7291)
tensor(182),tensor(180.0000)
tensor(77),tensor(78.2297)
tensor(19),tensor(18.6384)
tensor(38),tensor(38.0806)
tensor(138),tensor(138.3427)
tensor(81),tensor(80.9311)
tensor(66),tensor(66.0849)
tensor(96),tensor(96.5051)
tensor(80),tensor(80.0548)
tensor(170),tensor(170.0116)
tensor(155),tensor(154.9902)
tensor(133),tensor(132.8053)
tensor(102),tensor(102.2389)
tensor(35),tensor(34.8162)
tensor(104),tensor(103.9922)
tensor(72),tensor(71.9660)
tensor(43),tensor(42.9548)
tensor(14),tensor(13.9599)
tensor(20),tensor(19.7831)
tensor(55),tensor(55.0094)
tensor(108),tensor(108.0596)
tensor(119),tensor(119.0026)
tensor(165),tensor(165.1397)
tensor(76),tensor(75.8727)
tensor(105),tensor(104.9093)
tensor(56),tensor(56.0351)
tensor(27),tensor(26.9222)
tensor(2),tensor(3.0001)
tensor(18),tensor(17.6567)
tensor(180),tensor(179.9987)
tensor(33),tensor(32.8615)
tensor(34),tensor(33.7865)
tensor(88),tensor(86.4169)
tensor(106),tensor(106.2661)
tensor(6),tensor(6.0158)
tensor(54),tensor(53.9681)
tensor(57),tensor(56.9559)
tensor(58),tensor(58.0249)
tensor(29),tensor(28.8737)
tensor(141),tensor(141.1105)
tensor(49),tensor(49.1197)
tensor(21),tensor(20.8087)
tensor(185),tensor(184.9999)
tensor(23),tensor(23.0039)
tensor(50),tensor(50.0875)
tensor(90),tensor(90.2954)
tensor(98),tensor(98.0184)
tensor(73),tensor(73.0539)
tensor(186),tensor(185.8367)
tensor(44),tensor(44.0449)
tensor(7),tensor(6.6664)
tensor(51),tensor(51.2812)
tensor(171),tensor(171.0631)
tensor(12),tensor(12.1346)
tensor(9),tensor(8.8251)
tensor(30),tensor(29.4724)
tensor(31),tensor(30.9559)
tensor(82),tensor(82.0034)
tensor(60),tensor(60.1817)
tensor(17),tensor(16.7929)
tensor(3),tensor(3.0046)
tensor(24),tensor(23.8963)
tensor(10),tensor(9.9809)
tensor(11),tensor(10.9861)
tensor(67),tensor(66.8649)
tensor(101),tensor(100.8996)
tensor(97),tensor(97.0207)
tensor(164),tensor(163.9167)
tensor(179),tensor(179.1119)
tensor(183),tensor(182.9884)
tensor(184),tensor(184.2210)
tensor(136),tensor(136.0983)
tensor(109),tensor(109.0504)
tensor(22),tensor(21.9533)
tensor(91),tensor(90.8271)
tensor(187),tensor(186.9373)
tensor(188),tensor(188.0422)
tensor(189),tensor(188.9614)
tensor(28),tensor(27.5037)
tensor(137),tensor(137.4035)
tensor(175),tensor(175.2047)
tensor(146),tensor(146.0356)
tensor(167),tensor(167.0408)
tensor(190),tensor(189.7971)
tensor(46),tensor(45.8867)
tensor(36),tensor(35.9714)
tensor(147),tensor(146.9256)
tensor(148),tensor(148.0486)
tensor(191),tensor(191.3281)
tensor(156),tensor(155.0000)
tensor(134),tensor(133.9061)
tensor(149),tensor(149.1619)
tensor(157),tensor(157.0130)
tensor(192),tensor(191.8703)
tensor(159),tensor(158.6988)
tensor(63),tensor(63.1204)
tensor(64),tensor(63.7774)
tensor(110),tensor(110.1193)
tensor(111),tensor(111.0243)
tensor(144),tensor(144.0068)
tensor(85),tensor(85.1285)
tensor(145),tensor(145.0658)
tensor(126),tensor(125.1084)
tensor(139),tensor(139.2043)
tensor(193),tensor(192.9824)
tensor(194),tensor(193.9157)
tensor(47),tensor(46.8817)
tensor(37),tensor(37.0191)
tensor(26),tensor(25.9919)
tensor(112),tensor(111.7536)
tensor(135),tensor(134.9942)
tensor(100),tensor(99.8091)
tensor(127),tensor(126.4765)
tensor(74),tensor(73.9571)
tensor(195),tensor(195.1449)
tensor(92),tensor(91.7375)
tensor(4),tensor(4.3848)
tensor(5),tensor(5.3472)
tensor(32),tensor(31.6879)
tensor(61),tensor(61.0404)
tensor(128),tensor(127.7792)
tensor(150),tensor(150.0211)
tensor(120),tensor(120.3567)
tensor(68),tensor(68.0868)
tensor(69),tensor(69.4037)
tensor(113),tensor(113.0009)
tensor(86),tensor(86.3244)
tensor(48),tensor(48.2511)
tensor(70),tensor(70.1071)
tensor(71),tensor(70.9584)
tensor(114),tensor(114.0467)
tensor(89),tensor(89.3637)
tensor(107),tensor(106.7229)
tensor(151),tensor(151.1636)
tensor(196),tensor(196.1862)
tensor(160),tensor(159.8828)
tensor(115),tensor(115.0317)
tensor(116),tensor(116.1038)
tensor(161),tensor(159.9917)
tensor(166),tensor(165.9393)
tensor(129),tensor(128.7196)
tensor(117),tensor(117.3168)
tensor(93),tensor(92.9246)
tensor(78),tensor(78.1980)
tensor(87),tensor(86.9871)
tensor(118),tensor(117.9107)
tensor(59),tensor(58.9940)
tensor(130),tensor(129.7733)
tensor(158),tensor(158.0197)
tensor(124),tensor(123.8008)
tensor(79),tensor(78.6973)
tensor(123),tensor(123.0262)
tensor(152),tensor(152.0711)
tensor(94),tensor(94.1710)
tensor(52),tensor(52.2692)
tensor(121),tensor(120.8467)
tensor(99),tensor(98.8529)
tensor(103),tensor(103.0648)
tensor(125),tensor(125.0304)
tensor(168),tensor(167.8881)
tensor(65),tensor(65.1055)
tensor(15),tensor(15.0181)
tensor(39),tensor(39.0070)
tensor(142),tensor(142.1682)
tensor(16),tensor(15.8249)
tensor(1),tensor(3.0003)
tensor(8),tensor(7.7709)
tensor(40),tensor(40.0031)
tensor(42),tensor(41.9974)
tensor(13),tensor(12.9919)
tensor(176),tensor(176.0581)
tensor(177),tensor(177.0598)
tensor(140),tensor(140.1216)
tensor(143),tensor(143.4033)
tensor(131),tensor(131.2545)
tensor(172),tensor(172.2266)
tensor(181),tensor(181.0676)
tensor(83),tensor(82.7704)
tensor(84),tensor(83.6858)
tensor(95),tensor(95.0625)
tensor(25),tensor(24.9731)
tensor(153),tensor(153.1243)
tensor(132),tensor(131.9457)
tensor(173),tensor(173.2545)
tensor(197),tensor(197.1069)
tensor(75),tensor(75.1161)
tensor(154),tensor(154.0273)
tensor(41),tensor(40.8304)
tensor(53),tensor(53.1410)
tensor(169),tensor(169.0261)
tensor(162),tensor(161.7126)
tensor(122),tensor(122.1043)
tensor(174),tensor(173.7901)
tensor(198),tensor(197.9194)
tensor(199),tensor(197.9979)
tensor(178),tensor(178.1323)
tensor(182),tensor(180.0000)
tensor(77),tensor(76.9827)
tensor(19),tensor(18.7996)
tensor(38),tensor(37.9501)
tensor(138),tensor(138.1488)
tensor(81),tensor(80.9692)
tensor(66),tensor(66.1302)
tensor(96),tensor(96.1011)
tensor(80),tensor(80.2812)
tensor(163),tensor(162.7399)
tensor(170),tensor(170.1475)
tensor(155),tensor(154.9537)
tensor(133),tensor(133.1812)
tensor(102),tensor(102.0680)
tensor(35),tensor(34.9510)
tensor(104),tensor(104.1496)
tensor(72),tensor(71.9567)
tensor(43),tensor(43.2287)
tensor(14),tensor(13.8871)
tensor(20),tensor(19.9589)
tensor(55),tensor(55.0646)
tensor(108),tensor(108.0847)
tensor(119),tensor(118.8368)
tensor(165),tensor(165.3427)
tensor(76),tensor(75.5774)
tensor(105),tensor(104.8017)
tensor(56),tensor(56.0412)
tensor(27),tensor(26.7546)
tensor(2),tensor(3.0000)
tensor(18),tensor(17.6065)
tensor(180),tensor(179.9988)
tensor(33),tensor(32.8615)
tensor(34),tensor(33.8125)
tensor(88),tensor(88.0742)
tensor(106),tensor(106.4574)
tensor(6),tensor(6.0413)
tensor(54),tensor(53.9949)
tensor(57),tensor(57.1662)
tensor(58),tensor(58.1300)
tensor(29),tensor(28.7068)
tensor(141),tensor(140.9781)
tensor(49),tensor(48.9682)
tensor(21),tensor(20.9691)
tensor(185),tensor(184.9995)
tensor(23),tensor(23.0146)
tensor(50),tensor(49.8925)
tensor(90),tensor(92.0294)
tensor(98),tensor(98.1380)
tensor(73),tensor(72.9891)
tensor(186),tensor(185.7378)
tensor(44),tensor(44.0087)
tensor(7),tensor(6.7374)
tensor(51),tensor(51.1834)
tensor(171),tensor(171.2338)
tensor(62),tensor(61.9255)
tensor(12),tensor(12.2695)
tensor(9),tensor(8.8432)
tensor(30),tensor(29.9409)
tensor(31),tensor(31.0061)
tensor(82),tensor(81.8916)
tensor(60),tensor(60.0364)
tensor(45),tensor(44.9800)
tensor(17),tensor(16.9089)
tensor(0),tensor(3.0002)
tensor(3),tensor(3.0060)
tensor(24),tensor(23.9088)
tensor(10),tensor(9.8662)
tensor(11),tensor(10.9388)
tensor(67),tensor(67.0536)
tensor(101),tensor(101.1917)
tensor(97),tensor(97.3526)
tensor(164),tensor(164.0402)
tensor(179),tensor(179.3647)
tensor(183),tensor(183.1452)
tensor(184),tensor(184.1487)
tensor(136),tensor(136.1520)
tensor(109),tensor(108.7772)
tensor(22),tensor(21.9242)
tensor(91),tensor(90.8669)
tensor(187),tensor(187.1124)
tensor(188),tensor(187.9114)
tensor(189),tensor(188.9859)
tensor(28),tensor(27.5184)
tensor(137),tensor(137.0628)
tensor(175),tensor(175.1147)
tensor(146),tensor(146.0166)
tensor(167),tensor(167.1071)
tensor(190),tensor(189.7480)
tensor(46),tensor(45.9117)
tensor(36),tensor(36.0372)
tensor(147),tensor(147.1071)
tensor(148),tensor(147.7156)
tensor(191),tensor(191.1847)
tensor(156),tensor(155.0000)
tensor(134),tensor(133.9422)
tensor(149),tensor(149.1371)
tensor(157),tensor(157.0295)
tensor(192),tensor(192.0992)
tensor(159),tensor(159.0254)
tensor(63),tensor(63.1291)
tensor(64),tensor(63.8139)
tensor(110),tensor(109.8578)
tensor(111),tensor(110.6603)
tensor(144),tensor(143.9972)
tensor(85),tensor(85.0975)
tensor(145),tensor(144.7188)
tensor(126),tensor(125.6565)
tensor(139),tensor(139.1131)
tensor(193),tensor(192.9213)
tensor(194),tensor(193.9893)
tensor(47),tensor(46.9833)
tensor(37),tensor(36.8909)
tensor(26),tensor(25.8691)
tensor(112),tensor(111.7914)
tensor(135),tensor(134.7564)
tensor(100),tensor(99.8693)
tensor(127),tensor(126.7567)
tensor(74),tensor(73.7576)
tensor(195),tensor(194.8921)
tensor(92),tensor(91.5740)
tensor(4),tensor(4.5612)
tensor(5),tensor(5.3906)
tensor(32),tensor(31.5488)
tensor(61),tensor(61.0325)
tensor(128),tensor(127.9711)
tensor(150),tensor(149.8910)
tensor(120),tensor(119.7456)
tensor(68),tensor(68.0867)
tensor(69),tensor(69.3141)
tensor(113),tensor(112.3600)
tensor(86),tensor(86.1305)
tensor(48),tensor(48.1127)
tensor(70),tensor(70.3063)
tensor(71),tensor(71.7255)
tensor(114),tensor(113.9755)
tensor(89),tensor(88.6221)
tensor(107),tensor(106.9940)
tensor(151),tensor(150.9566)
tensor(196),tensor(196.1776)
tensor(160),tensor(159.6718)
tensor(115),tensor(115.0380)
tensor(116),tensor(115.7114)
tensor(161),tensor(161.1658)
tensor(166),tensor(165.8844)
tensor(129),tensor(129.1259)
tensor(117),tensor(115.7434)
tensor(93),tensor(80.0507)
tensor(78),tensor(108.1922)
tensor(87),tensor(87.0624)
tensor(118),tensor(117.9634)
tensor(59),tensor(59.0429)
tensor(130),tensor(128.4703)
tensor(158),tensor(157.7413)
tensor(124),tensor(124.0977)
tensor(79),tensor(78.9995)
tensor(123),tensor(122.8694)
tensor(152),tensor(152.0304)
tensor(94),tensor(94.3557)
tensor(52),tensor(51.9045)
tensor(121),tensor(120.8349)
tensor(99),tensor(98.9115)
tensor(103),tensor(103.3710)
tensor(125),tensor(124.9691)
tensor(168),tensor(167.9772)
tensor(65),tensor(65.1605)
tensor(15),tensor(15.0106)
tensor(39),tensor(39.0076)
tensor(142),tensor(142.2901)
tensor(16),tensor(15.7455)
tensor(1),tensor(3.0000)
tensor(8),tensor(7.7822)
tensor(40),tensor(40.0591)
tensor(42),tensor(42.1778)
tensor(13),tensor(12.9944)
tensor(176),tensor(176.1317)
tensor(177),tensor(177.2700)
tensor(140),tensor(140.2729)
tensor(143),tensor(143.3188)
tensor(131),tensor(130.7808)
tensor(172),tensor(172.1658)
tensor(181),tensor(181.4781)
tensor(83),tensor(83.2011)
tensor(84),tensor(83.8623)
tensor(95),tensor(95.0327)
tensor(25),tensor(110.6221)
tensor(153),tensor(152.8793)
tensor(132),tensor(131.7814)
tensor(173),tensor(173.1614)
tensor(197),tensor(196.8288)
tensor(75),tensor(75.0399)
tensor(154),tensor(153.8310)
tensor(41),tensor(41.0760)
tensor(53),tensor(53.0046)
tensor(169),tensor(169.2034)
tensor(162),tensor(162.1652)
tensor(122),tensor(122.1461)
tensor(174),tensor(173.9541)
tensor(198),tensor(197.9595)
tensor(199),tensor(197.9999)
tensor(178),tensor(178.1923)
tensor(182),tensor(179.9999)
tensor(77),tensor(77.0120)
tensor(19),tensor(18.8786)
tensor(38),tensor(37.9963)
tensor(138),tensor(138.1499)
tensor(81),tensor(80.9587)
tensor(66),tensor(65.9223)
tensor(96),tensor(96.0974)
tensor(80),tensor(80.1420)
tensor(163),tensor(163.1342)
tensor(170),tensor(170.1993)
tensor(155),tensor(154.9768)
tensor(133),tensor(132.9231)
tensor(102),tensor(102.0967)
tensor(35),tensor(35.1214)
tensor(104),tensor(104.0622)
tensor(72),tensor(71.8201)
tensor(43),tensor(43.1034)
tensor(14),tensor(14.0457)
tensor(20),tensor(19.8168)
tensor(55),tensor(55.0374)
tensor(108),tensor(107.9581)
tensor(119),tensor(118.8659)
tensor(165),tensor(165.2579)
tensor(76),tensor(76.0769)
tensor(105),tensor(105.0434)
tensor(56),tensor(55.9153)
tensor(27),tensor(26.8661)
tensor(2),tensor(3.0005)
tensor(18),tensor(17.8742)
tensor(180),tensor(179.9999)
tensor(33),tensor(33.1873)
tensor(34),tensor(34.0917)
tensor(88),tensor(88.2012)
tensor(106),tensor(105.6576)
tensor(6),tensor(6.0349)
tensor(54),tensor(53.9664)
tensor(57),tensor(57.2360)
tensor(58),tensor(58.1797)
tensor(29),tensor(29.0035)
tensor(141),tensor(141.2397)
tensor(49),tensor(49.3376)
tensor(21),tensor(20.8901)
tensor(185),tensor(185.0829)
tensor(23),tensor(23.0042)
tensor(50),tensor(50.0254)
tensor(90),tensor(89.8665)
tensor(98),tensor(98.0682)
tensor(73),tensor(73.1636)
tensor(186),tensor(185.8892)
tensor(44),tensor(44.0577)
tensor(7),tensor(6.7744)
tensor(51),tensor(51.2910)
tensor(171),tensor(171.2686)
tensor(62),tensor(61.9163)
tensor(12),tensor(12.1543)
tensor(9),tensor(8.7974)
tensor(30),tensor(29.7702)
tensor(31),tensor(30.9619)
tensor(82),tensor(82.1696)
tensor(60),tensor(60.1080)
tensor(45),tensor(45.0075)
